avg_temp
25.696
27.816
28.395
27.706
26.753
25.18
24.192
23.473
25.127
25.962
26.663
26.459
25.915
27.913
27.512
26.816
25.837
25.195
24.303
24.152
25.039
25.678
26.087
26.572
26.556
27.37
27.822
26.625
26.533
25.186
23.586
23.464
24.307
24.59
25.889
25.145
26.098
26.682
28.107
27.139
26.066
24.18
23.342
23.057
23.867
25.223
26.12
25.9
25.387
26.912
27.31
26.609
25.702
24.652
23.366
22.728
23.93
24.338
25.845
26.064
26.603
27.111
28.057
27.514
25.894
24.452
23.755
23.369
24.36
25.283
25.976
27.023
26.862
28.019
29.471
27.397
25.88
24.814
23.809
23.875
24.151
25.407
26.434
26.788
26.496
26.934
27.765
26.568
26.383
24.629
23.78
23.636
24.23
25.268
26.279
26.253
26.661
27.378
27.405
26.68
25.905
25.163
24.237
24.249
24.781
25.165
25.812
26.125
26.038
26.895
26.961
26.644
26.094
24.77
24.159
23.929
23.992
25.47
25.958
25.883
25.637
27.792
27.071
27.11
26.682
25.109
24.225
23.859
23.507
24.795
26.068
26.571
26.09
27.014
27.11
26.535
25.319
24.733
23.631
23.217
24.327
24.835
26.103
26.063
26.084
27.199
28.432
28.285
27.179
25.504
24.877
25.247
25.469
25.947
26.474
26.307
27.551
27.949
27.822
27.501
25.832
25.368
25.584
25.177
24.835
25.543
26.178
26.569
26.752
28.123
28.123
28.048
26.856
24.831
24.002
24.001
25.283
25.697
26.737
26.873
25.85
27.045
28.003
27.775
27.278
25.646
24.649
25.203
24.991
26.186
26.337
26.484
26.669
27.791
28.281
26.901
27.02
25.552
24.451
24.115
25.057
25.465
26.365
25.916
26.537
26.889
27.823
27.502
26.756
26.201
25.444
25.143
25.141
26.212
26.836
27.196
26.618
26.88
27.402
27.125
25.981
25.422
24.334
24.014
25.324
25.83
26.31
25.952
26.793
28.095
27.971
26.548
26.438
25.402
24.873
24.701
25.083
25.63
26.356
26.421
27.124
28.383
28.593
27.754
26.54
25.546
24.666
24.335
24.562
25.295
26.393
26.699
26.686
28.659
27.794
27.579
26.512
25.122
25.01
24.908
25.442
26.215
26.501
26.615
27.191
27.979
28.384
27.097
26.7
25.264
24.318
23.952
25.007
25.334
26.809
26.715
27.08
27.313
27.532
26.45
25.905
25.206
24.708
23.889
24.756
25.334
26.572
26.801
27.137
27.419
28.421
27.16
26.336
25.09
24.225
23.942
25.134
25.196
26.186
26.86
25.72
27.882
27.663
27.595
27.09
25.176
24.601
24.153
24.309
25.335
26.47
27.103
26.751
29.278
29.216
28.433
27.402
25.744
24.722
24.356
25.304
26.436
26.984
26.89
26.052
28.095
28.125
27.182
26.708
25.438
24.534
23.95
24.696
25.986
27.024
26.979
27.07
27.178
27.726
26.839
26.405
25.695
24.891
24.213
24.914
25.737
26.9
26.387
26.962
28.305
28.662
27.712
27.211
25.861
24.878
23.812
24.911
25.828
27.343
26.523
27.062
27.975
28.037
27.053
26.89
25.769
25.151
24.454
24.925
25.458
26.858
27.065
26.768
27.958
28.721
27.746
27.296
25.514
24.693
24.081
24.877
25.638
26.596
27.349
25.692
27.921
